ID, Splay Tree Integer Sequence, AVL Tree Integer Sequence, Binary Tree Integer Sequence, Splay Tree Random Sequence, AVL Tree Random Sequence, Binary Tree Random Sequence, Splay Tree Duplicate Integer Sequence, AVL Tree Duplicate Integer Sequence, Binary Tree Duplicate Integer Sequence, Splay Tree Prime Integer Sequence, AVL Tree Prime Integer Sequence, Binary Tree Integer Sequence
2015, 24, 11, 12, 18, 12, 13, 25, 9, 10, -1, -1, -1
2016, 21, 8, 16, 16, 11, 9, 1, 9, 10, -1, -1, -1
2017, 16, 9, 14, 18, 11, 19, 2, 9, 10, -1, -1, -1
2018, 12, 10, 18, 9, 13, 11, 1, 9, 10, -1, -1, -1
2019, 14, 9, 9, 19, 11, 12, 3, 9, 10, -1, -1, -1
2020, 13, 14, 14, 21, 12, 22, 14, 10, 12, -1, -1, -1
2021, 17, 9, 14, 7, 12, 12, 2, 10, 12, -1, -1, -1
2022, 23, 11, 15, 18, 13, 15, 3, 10, 12, -1, -1, -1
2023, 25, 10, 18, 15, 12, 14, 3, 10, 12, -1, -1, -1
2024, 20, 12, 11, 13, 13, 13, 2, 10, 12, -1, -1, -1
2025, 22, 10, 11, 15, 12, 19, 16, 12, 11, -1, -1, -1
2026, 16, 11, 19, 13, 11, 12, 3, 12, 11, -1, -1, -1
2027, 21, 10, 11, 14, 11, 11, 1, 12, 11, -1, -1, -1
2028, 15, 11, 16, 19, 12, 17, 2, 12, 11, -1, -1, -1
2029, 26, 12, 13, 16, 10, 16, 3, 12, 11, -1, -1, -1
2030, 9, 9, 17, 6, 8, 10, 21, 8, 13, -1, -1, -1
2031, 11, 11, 11, 15, 12, 14, 2, 8, 13, -1, -1, -1
2032, 18, 11, 10, 27, 13, 14, 2, 8, 13, -1, -1, -1
2033, 11, 10, 14, 19, 11, 15, 2, 8, 13, -1, -1, -1
2034, 16, 10, 12, 12, 10, 17, 3, 8, 13, -1, -1, -1
2035, 17, 13, 16, 14, 13, 19, 11, 7, 12, -1, -1, -1
2036, 15, 11, 8, 16, 13, 13, 1, 7, 12, -1, -1, -1
2037, 11, 10, 17, 19, 12, 11, 1, 7, 12, -1, -1, -1
2038, 9, 9, 13, 22, 13, 16, 1, 7, 12, -1, -1, -1
2039, 15, 10, 23, 18, 12, 12, 2, 7, 12, -1, -1, -1
2040, 12, 14, 17, 14, 11, 10, 12, 9, 10, -1, -1, -1
2041, 24, 10, 14, 18, 12, 9, 4, 9, 10, -1, -1, -1
2042, 21, 10, 13, 16, 5, 12, 1, 9, 10, -1, -1, -1
2043, 17, 12, 13, 11, 11, 14, 2, 9, 10, -1, -1, -1
2044, 22, 12, 12, 17, 12, 15, 3, 9, 10, -1, -1, -1
2045, 12, 11, 15, 14, 13, 16, 13, 13, 15, -1, -1, -1
2046, 19, 13, 15, 19, 11, 16, 2, 13, 15, -1, -1, -1
2047, 5, 11, 9, 20, 13, 17, 3, 13, 15, -1, -1, -1
2048, 16, 12, 15, 10, 9, 12, 3, 13, 15, -1, -1, -1
2049, 16, 12, 17, 8, 11, 14, 2, 13, 15, -1, -1, -1
2050, 20, 11, 16, 11, 13, 12, 20, 14, 13, -1, -1, -1
2051, 20, 12, 11, 16, 11, 12, 2, 14, 13, -1, -1, -1
2052, 16, 12, 17, 12, 13, 21, 3, 14, 13, -1, -1, -1
2053, 14, 11, 12, 19, 12, 17, 3, 14, 13, -1, -1, -1
2054, 21, 12, 14, 17, 12, 15, 2, 14, 13, -1, -1, -1
2055, 10, 12, 13, 17, 12, 14, 14, 8, 12, -1, -1, -1
2056, 23, 12, 16, 12, 12, 15, 1, 8, 12, -1, -1, -1
2057, 24, 10, 17, 17, 12, 11, 2, 8, 12, -1, -1, -1
2058, 11, 11, 12, 16, 11, 16, 1, 8, 12, -1, -1, -1
2059, 12, 13, 13, 10, 9, 11, 2, 8, 12, -1, -1, -1
2060, 15, 12, 19, 18, 11, 19, 8, 9, 18, -1, -1, -1
2061, 11, 8, 8, 19, 12, 18, 3, 9, 18, -1, -1, -1
2062, 17, 12, 11, 16, 11, 18, 1, 9, 18, -1, -1, -1
2063, 13, 10, 7, 17, 11, 28, 1, 9, 18, -1, -1, -1
2064, 27, 12, 11, 20, 12, 16, 1, 9, 18, -1, -1, -1
2065, 19, 6, 13, 21, 13, 13, 15, 11, 8, -1, -1, -1
2066, 17, 12, 13, 12, 12, 12, 3, 11, 8, -1, -1, -1
2067, 19, 11, 8, 24, 13, 14, 1, 11, 8, -1, -1, -1
2068, 19, 11, 9, 17, 13, 17, 2, 11, 8, -1, -1, -1
2069, 15, 10, 16, 12, 12, 13, 2, 11, 8, -1, -1, -1
2070, 19, 12, 10, 20, 12, 18, 21, 13, 10, -1, -1, -1
2071, 19, 11, 14, 19, 14, 24, 1, 13, 10, -1, -1, -1
2072, 11, 12, 18, 15, 12, 18, 2, 13, 10, -1, -1, -1
2073, 20, 11, 10, 14, 13, 12, 1, 13, 10, -1, -1, -1
2074, 15, 12, 10, 11, 12, 11, 3, 13, 10, -1, -1, -1
2075, 12, 9, 24, 24, 11, 12, 19, 7, 9, -1, -1, -1
2076, 15, 9, 14, 15, 13, 16, 2, 7, 9, -1, -1, -1
2077, 19, 12, 13, 12, 11, 17, 1, 7, 9, -1, -1, -1
2078, 17, 12, 12, 24, 12, 12, 1, 7, 9, -1, -1, -1
2079, 17, 11, 12, 19, 12, 19, 2, 7, 9, -1, -1, -1
2080, 11, 11, 11, 20, 12, 21, 17, 12, 15, -1, -1, -1
2081, 14, 9, 10, 14, 11, 15, 3, 12, 15, -1, -1, -1
2082, 18, 11, 14, 16, 9, 11, 3, 12, 15, -1, -1, -1
2083, 22, 12, 12, 25, 13, 19, 3, 12, 15, -1, -1, -1
2084, 13, 10, 15, 16, 13, 14, 2, 12, 15, -1, -1, -1
2085, 12, 12, 12, 17, 13, 13, 17, 11, 8, -1, -1, -1
2086, 11, 11, 8, 16, 12, 17, 1, 11, 8, -1, -1, -1
2087, 14, 11, 18, 17, 12, 17, 2, 11, 8, -1, -1, -1
2088, 16, 10, 9, 14, 12, 15, 1, 11, 8, -1, -1, -1
2089, 22, 10, 8, 15, 11, 11, 3, 11, 8, -1, -1, -1
2090, 19, 13, 14, 19, 10, 17, 15, 7, 10, -1, -1, -1
2091, 21, 11, 11, 14, 13, 18, 3, 7, 10, -1, -1, -1
2092, 17, 11, 11, 14, 12, 13, 1, 7, 10, -1, -1, -1
2093, 21, 12, 11, 23, 13, 17, 2, 7, 10, -1, -1, -1
2094, 16, 11, 11, 15, 14, 14, 2, 7, 10, -1, -1, -1
2095, 25, 13, 15, 19, 12, 14, 23, 11, 13, -1, -1, -1
2096, 14, 12, 10, 23, 13, 20, 1, 11, 13, -1, -1, -1
2097, 14, 10, 20, 12, 11, 11, 2, 11, 13, -1, -1, -1
2098, 16, 12, 16, 16, 12, 11, 3, 11, 13, -1, -1, -1
2099, 20, 12, 16, 13, 10, 13, 1, 11, 13, -1, -1, -1
2100, 21, 10, 11, 11, 11, 12, 14, 10, 8, -1, -1, -1
2101, 25, 12, 16, 16, 13, 15, 1, 10, 8, -1, -1, -1
2102, 14, 9, 9, 14, 13, 14, 1, 10, 8, -1, -1, -1
2103, 12, 10, 8, 16, 9, 13, 1, 10, 8, -1, -1, -1
2104, 7, 12, 15, 22, 12, 19, 1, 10, 8, -1, -1, -1
2105, 13, 10, 9, 18, 10, 26, 20, 7, 11, -1, -1, -1
2106, 6, 11, 11, 16, 13, 19, 3, 7, 11, -1, -1, -1
2107, 15, 11, 12, 17, 14, 13, 2, 7, 11, -1, -1, -1
2108, 22, 9, 15, 18, 12, 13, 3, 7, 11, -1, -1, -1
2109, 19, 12, 15, 24, 13, 19, 1, 7, 11, -1, -1, -1
2110, 17, 10, 17, 15, 9, 12, 16, 12, 11, -1, -1, -1
2111, 10, 10, 15, 14, 12, 9, 2, 12, 11, -1, -1, -1
2112, 13, 13, 14, 21, 14, 24, 2, 12, 11, -1, -1, -1
2113, 15, 11, 13, 22, 11, 17, 1, 12, 11, -1, -1, -1
2114, 20, 12, 15, 18, 12, 13, 1, 12, 11, -1, -1, -1
2115, 12, 11, 16, 20, 9, 10, 21, 9, 9, -1, -1, -1
2116, 11, 12, 9, 22, 13, 23, 1, 9, 9, -1, -1, -1
2117, 20, 13, 8, 17, 12, 14, 2, 9, 9, -1, -1, -1
2118, 15, 10, 16, 21, 13, 17, 1, 9, 9, -1, -1, -1
2119, 17, 11, 11, 10, 13, 18, 3, 9, 9, -1, -1, -1
2120, 20, 11, 12, 17, 14, 18, 23, 12, 11, -1, -1, -1
2121, 16, 11, 17, 24, 13, 10, 2, 12, 11, -1, -1, -1
2122, 16, 12, 14, 14, 12, 19, 4, 12, 11, -1, -1, -1
2123, 7, 10, 13, 18, 12, 12, 1, 12, 11, -1, -1, -1
2124, 13, 10, 10, 15, 12, 14, 1, 12, 11, -1, -1, -1
2125, 14, 12, 12, 7, 10, 12, 17, 8, 10, -1, -1, -1
2126, 10, 11, 15, 11, 11, 10, 2, 8, 10, -1, -1, -1
2127, 16, 12, 10, 14, 13, 16, 3, 8, 10, -1, -1, -1
2128, 16, 12, 11, 19, 13, 19, 3, 8, 10, -1, -1, -1
2129, 15, 12, 13, 16, 12, 20, 2, 8, 10, -1, -1, -1
2130, 17, 12, 14, 14, 12, 23, 18, 6, 10, -1, -1, -1
2131, 20, 11, 16, 13, 11, 12, 2, 6, 10, -1, -1, -1
2132, 7, 11, 16, 11, 13, 10, 2, 6, 10, -1, -1, -1
2133, 25, 11, 18, 14, 13, 14, 1, 6, 10, -1, -1, -1
2134, 14, 12, 12, 13, 10, 19, 2, 6, 10, -1, -1, -1
2135, 19, 8, 14, 12, 10, 13, 12, 5, 9, -1, -1, -1
2136, 10, 9, 15, 14, 11, 10, 4, 5, 9, -1, -1, -1
2137, 12, 8, 11, 19, 11, 16, 2, 5, 9, -1, -1, -1
2138, 6, 12, 13, 21, 14, 16, 2, 5, 9, -1, -1, -1
2139, 17, 12, 14, 19, 12, 21, 2, 5, 9, -1, -1, -1
2140, 19, 13, 17, 18, 5, 7, 21, 13, 11, -1, -1, -1
2141, 11, 10, 13, 20, 14, 20, 1, 13, 11, -1, -1, -1
2142, 12, 13, 12, 15, 11, 17, 2, 13, 11, -1, -1, -1
2143, 14, 12, 18, 12, 12, 16, 3, 13, 11, -1, -1, -1
2144, 17, 12, 7, 13, 12, 12, 2, 13, 11, -1, -1, -1
2145, 16, 11, 11, 8, 12, 17, 16, 6, 11, -1, -1, -1
2146, 20, 11, 10, 20, 11, 24, 1, 6, 11, -1, -1, -1
2147, 20, 12, 11, 13, 9, 14, 3, 6, 11, -1, -1, -1
2148, 17, 12, 12, 21, 12, 14, 2, 6, 11, -1, -1, -1
2149, 21, 11, 11, 11, 10, 10, 2, 6, 11, -1, -1, -1
2150, 14, 12, 15, 16, 10, 19, 21, 8, 15, -1, -1, -1
2151, 17, 11, 17, 4, 14, 20, 1, 8, 15, -1, -1, -1
2152, 4, 5, 7, 20, 11, 27, 2, 8, 15, -1, -1, -1
2153, 17, 12, 12, 14, 12, 24, 3, 8, 15, -1, -1, -1
2154, 10, 10, 12, 19, 12, 10, 2, 8, 15, -1, -1, -1
2155, 15, 13, 20, 23, 12, 15, 12, 8, 6, -1, -1, -1
2156, 18, 12, 22, 13, 10, 10, 2, 8, 6, -1, -1, -1
2157, 20, 12, 17, 19, 12, 18, 2, 8, 6, -1, -1, -1
2158, 13, 12, 16, 17, 11, 13, 2, 8, 6, -1, -1, -1
2159, 17, 12, 17, 21, 10, 12, 1, 8, 6, -1, -1, -1
2160, 16, 11, 15, 12, 8, 12, 21, 8, 7, -1, -1, -1
2161, 15, 12, 16, 16, 12, 21, 1, 8, 7, -1, -1, -1
2162, 19, 12, 12, 16, 12, 17, 3, 8, 7, -1, -1, -1
2163, 10, 10, 11, 16, 12, 11, 3, 8, 7, -1, -1, -1
2164, 20, 11, 12, 28, 13, 17, 2, 8, 7, -1, -1, -1
2165, 20, 10, 14, 11, 12, 13, 16, 7, 7, -1, -1, -1
2166, 23, 11, 19, 8, 7, 13, 2, 7, 7, -1, -1, -1
2167, 15, 9, 12, 13, 14, 24, 2, 7, 7, -1, -1, -1
2168, 16, 11, 14, 19, 13, 19, 3, 7, 7, -1, -1, -1
2169, 12, 12, 14, 23, 10, 7, 2, 7, 7, -1, -1, -1
2170, 14, 11, 18, 16, 13, 20, 18, 6, 13, -1, -1, -1
2171, 20, 14, 16, 21, 9, 11, 3, 6, 13, -1, -1, -1
2172, 17, 13, 12, 19, 13, 18, 3, 6, 13, -1, -1, -1
2173, 19, 8, 20, 22, 12, 14, 1, 6, 13, -1, -1, -1
2174, 17, 13, 13, 20, 13, 17, 3, 6, 13, -1, -1, -1
2175, 12, 12, 12, 19, 12, 12, 11, 11, 12, -1, -1, -1
2176, 13, 10, 12, 13, 12, 17, 3, 11, 12, -1, -1, -1
2177, 12, 11, 17, 17, 12, 17, 2, 11, 12, -1, -1, -1
2178, 12, 10, 9, 10, 9, 13, 1, 11, 12, -1, -1, -1
2179, 11, 9, 16, 14, 14, 23, 3, 11, 12, -1, -1, -1
2180, 17, 11, 23, 14, 10, 17, 17, 9, 13, -1, -1, -1
2181, 7, 8, 14, 14, 14, 19, 1, 9, 13, -1, -1, -1
2182, 22, 12, 12, 15, 13, 14, 2, 9, 13, -1, -1, -1
2183, 15, 13, 16, 14, 12, 10, 1, 9, 13, -1, -1, -1
2184, 19, 11, 10, 14, 13, 16, 3, 9, 13, -1, -1, -1
2185, 3, 12, 14, 10, 11, 17, 17, 8, 11, -1, -1, -1
2186, 14, 12, 23, 22, 11, 15, 1, 8, 11, -1, -1, -1
2187, 10, 12, 17, 17, 9, 13, 3, 8, 11, -1, -1, -1
2188, 12, 11, 10, 24, 13, 14, 1, 8, 11, -1, -1, -1
2189, 19, 10, 18, 11, 8, 10, 3, 8, 11, -1, -1, -1
2190, 19, 10, 19, 19, 13, 13, 11, 5, 12, -1, -1, -1
2191, 8, 11, 13, 10, 7, 19, 1, 5, 12, -1, -1, -1
2192, 17, 9, 24, 24, 12, 10, 3, 5, 12, -1, -1, -1
2193, 12, 12, 10, 20, 13, 16, 3, 5, 12, -1, -1, -1
2194, 22, 12, 13, 19, 11, 11, 2, 5, 12, -1, -1, -1
2195, 17, 10, 13, 20, 11, 19, 17, 13, 13, -1, -1, -1
2196, 14, 12, 16, 15, 12, 12, 2, 13, 13, -1, -1, -1
2197, 19, 14, 11, 20, 13, 21, 1, 13, 13, -1, -1, -1
2198, 17, 12, 8, 12, 12, 16, 1, 13, 13, -1, -1, -1
2199, 19, 11, 15, 15, 11, 17, 3, 13, 13, -1, -1, -1
2200, 17, 11, 13, 12, 10, 12, 14, 9, 10, -1, -1, -1
2201, 8, 11, 11, 13, 12, 19, 2, 9, 10, -1, -1, -1
2202, 16, 12, 14, 14, 13, 16, 2, 9, 10, -1, -1, -1
2203, 21, 12, 9, 14, 11, 17, 2, 9, 10, -1, -1, -1
2204, 15, 10, 12, 10, 12, 17, 3, 9, 10, -1, -1, -1
2205, 13, 13, 18, 24, 10, 14, 22, 9, 10, -1, -1, -1
2206, 20, 13, 11, 14, 13, 14, 3, 9, 10, -1, -1, -1
2207, 18, 10, 12, 18, 13, 16, 2, 9, 10, -1, -1, -1
2208, 18, 11, 15, 15, 13, 13, 3, 9, 10, -1, -1, -1
2209, 16, 10, 15, 9, 11, 13, 2, 9, 10, -1, -1, -1
2210, 17, 11, 10, 19, 14, 17, 15, 11, 10, -1, -1, -1
2211, 15, 11, 14, 13, 10, 12, 1, 11, 10, -1, -1, -1
2212, 23, 11, 11, 22, 11, 19, 1, 11, 10, -1, -1, -1
2213, 18, 13, 9, 14, 10, 13, 4, 11, 10, -1, -1, -1
2214, 16, 10, 10, 22, 11, 17, 1, 11, 10, -1, -1, -1
2215, 20, 10, 15, 24, 11, 17, 17, 12, 13, -1, -1, -1
2216, 15, 11, 19, 17, 12, 16, 2, 12, 13, -1, -1, -1
2217, 20, 11, 12, 10, 10, 15, 2, 12, 13, -1, -1, -1
2218, 13, 13, 13, 16, 9, 23, 3, 12, 13, -1, -1, -1
2219, 17, 12, 16, 17, 13, 15, 2, 12, 13, -1, -1, -1
2220, 21, 11, 11, 16, 12, 12, 15, 13, 14, -1, -1, -1
2221, 19, 12, 9, 28, 11, 19, 1, 13, 14, -1, -1, -1
2222, 22, 13, 10, 14, 11, 11, 2, 13, 14, -1, -1, -1
2223, 12, 10, 11, 12, 11, 10, 3, 13, 14, -1, -1, -1
2224, 19, 11, 8, 11, 13, 13, 3, 13, 14, -1, -1, -1
2225, 16, 12, 20, 16, 12, 20, 13, 7, 13, -1, -1, -1
2226, 19, 12, 15, 15, 13, 15, 2, 7, 13, -1, -1, -1
2227, 18, 12, 13, 18, 10, 14, 2, 7, 13, -1, -1, -1
2228, 12, 12, 15, 19, 15, 20, 2, 7, 13, -1, -1, -1
2229, 10, 11, 8, 27, 12, 21, 2, 7, 13, -1, -1, -1
2230, 13, 11, 10, 12, 12, 14, 19, 8, 10, -1, -1, -1
2231, 8, 12, 8, 15, 11, 13, 2, 8, 10, -1, -1, -1
2232, 16, 11, 15, 21, 10, 18, 1, 8, 10, -1, -1, -1
2233, 13, 10, 10, 18, 14, 18, 1, 8, 10, -1, -1, -1
2234, 10, 14, 14, 21, 14, 17, 3, 8, 10, -1, -1, -1
2235, 17, 12, 13, 8, 12, 14, 15, 12, 9, -1, -1, -1
2236, 15, 10, 16, 20, 12, 13, 1, 12, 9, -1, -1, -1
2237, 25, 13, 14, 11, 13, 15, 2, 12, 9, -1, -1, -1
2238, 23, 7, 13, 22, 10, 18, 1, 12, 9, -1, -1, -1
2239, 12, 11, 16, 18, 14, 20, 1, 12, 9, -1, -1, -1
2240, 21, 11, 6, 13, 11, 13, 20, 10, 11, -1, -1, -1
2241, 16, 10, 12, 19, 13, 14, 2, 10, 11, -1, -1, -1
2242, 17, 14, 13, 16, 9, 16, 2, 10, 11, -1, -1, -1
2243, 11, 11, 12, 18, 14, 18, 1, 10, 11, -1, -1, -1
2244, 20, 12, 19, 14, 11, 15, 1, 10, 11, -1, -1, -1
2245, 21, 13, 17, 23, 10, 21, 15, 9, 9, -1, -1, -1
2246, 12, 10, 11, 18, 13, 19, 2, 9, 9, -1, -1, -1
2247, 15, 12, 16, 18, 12, 15, 1, 9, 9, -1, -1, -1
2248, 19, 10, 19, 17, 13, 20, 2, 9, 9, -1, -1, -1
2249, 16, 13, 17, 17, 12, 14, 2, 9, 9, -1, -1, -1
2250, 16, 12, 11, 13, 13, 14, 15, 7, 6, -1, -1, -1
2251, 13, 11, 21, 16, 8, 11, 1, 7, 6, -1, -1, -1
2252, 17, 10, 9, 10, 12, 13, 3, 7, 6, -1, -1, -1
2253, 23, 7, 25, 14, 13, 15, 2, 7, 6, -1, -1, -1
2254, 14, 11, 18, 9, 11, 13, 3, 7, 6, -1, -1, -1
2255, 19, 11, 15, 15, 11, 13, 10, 12, 8, -1, -1, -1
2256, 23, 11, 16, 20, 9, 15, 1, 12, 8, -1, -1, -1
2257, 14, 13, 21, 18, 13, 15, 2, 12, 8, -1, -1, -1
2258, 16, 11, 11, 23, 11, 10, 1, 12, 8, -1, -1, -1
2259, 18, 10, 14, 11, 12, 15, 3, 12, 8, -1, -1, -1
2260, 15, 10, 15, 12, 11, 24, 17, 10, 13, -1, -1, -1
2261, 22, 11, 8, 14, 14, 18, 1, 10, 13, -1, -1, -1
2262, 16, 14, 18, 12, 13, 24, 3, 10, 13, -1, -1, -1
2263, 11, 13, 19, 14, 11, 14, 1, 10, 13, -1, -1, -1
2264, 12, 12, 14, 15, 11, 13, 2, 10, 13, -1, -1, -1
2265, 17, 10, 14, 24, 11, 7, 17, 11, 9, -1, -1, -1
2266, 16, 9, 16, 18, 11, 14, 3, 11, 9, -1, -1, -1
2267, 18, 12, 17, 14, 11, 10, 2, 11, 9, -1, -1, -1
2268, 13, 7, 4, 11, 11, 18, 3, 11, 9, -1, -1, -1
2269, 14, 10, 10, 10, 10, 9, 1, 11, 9, -1, -1, -1
2270, 15, 11, 10, 17, 10, 12, 18, 13, 4, -1, -1, -1
2271, 20, 12, 18, 11, 13, 20, 2, 13, 4, -1, -1, -1
2272, 13, 9, 12, 19, 15, 15, 2, 13, 4, -1, -1, -1
2273, 15, 11, 11, 12, 14, 15, 2, 13, 4, -1, -1, -1
2274, 19, 13, 16, 18, 11, 10, 1, 13, 4, -1, -1, -1
2275, 19, 10, 18, 19, 9, 13, 15, 12, 15, -1, -1, -1
2276, 9, 12, 15, 11, 12, 17, 2, 12, 15, -1, -1, -1
2277, 22, 12, 18, 13, 11, 16, 3, 12, 15, -1, -1, -1
2278, 24, 12, 15, 21, 12, 19, 2, 12, 15, -1, -1, -1
2279, 15, 9, 12, 17, 11, 16, 1, 12, 15, -1, -1, -1
2280, 16, 12, 8, 21, 13, 22, 13, 6, 14, -1, -1, -1
2281, 13, 9, 10, 15, 12, 21, 3, 6, 14, -1, -1, -1
2282, 14, 8, 14, 14, 12, 18, 1, 6, 14, -1, -1, -1
2283, 16, 11, 15, 18, 12, 21, 1, 6, 14, -1, -1, -1
2284, 17, 12, 14, 17, 13, 18, 2, 6, 14, -1, -1, -1
2285, 18, 12, 9, 18, 11, 12, 9, 11, 12, -1, -1, -1
2286, 16, 13, 15, 17, 15, 16, 2, 11, 12, -1, -1, -1
2287, 16, 11, 15, 20, 12, 11, 4, 11, 12, -1, -1, -1
2288, 20, 11, 12, 12, 13, 16, 4, 11, 12, -1, -1, -1
2289, 20, 6, 11, 21, 13, 14, 2, 11, 12, -1, -1, -1
2290, 28, 12, 14, 17, 11, 13, 19, 10, 14, -1, -1, -1
2291, 20, 11, 14, 17, 11, 17, 1, 10, 14, -1, -1, -1
2292, 22, 12, 10, 12, 8, 10, 3, 10, 14, -1, -1, -1
2293, 13, 13, 16, 14, 12, 14, 1, 10, 14, -1, -1, -1
2294, 19, 12, 11, 17, 13, 14, 1, 10, 14, -1, -1, -1
2295, 17, 1, 7, 9, 13, 10, 20, 11, 11, -1, -1, -1
2296, 16, 10, 17, 23, 11, 16, 2, 11, 11, -1, -1, -1
2297, 18, 10, 19, 16, 9, 8, 3, 11, 11, -1, -1, -1
2298, 17, 10, 12, 20, 14, 20, 1, 11, 11, -1, -1, -1
2299, 15, 11, 15, 17, 10, 11, 3, 11, 11, -1, -1, -1
2300, 21, 11, 21, 21, 13, 15, 9, 10, 12, -1, -1, -1
2301, 9, 13, 14, 20, 12, 10, 3, 10, 12, -1, -1, -1
2302, 10, 10, 12, 12, 12, 8, 1, 10, 12, -1, -1, -1
2303, 17, 9, 16, 14, 12, 25, 1, 10, 12, -1, -1, -1
2304, 19, 12, 15, 19, 12, 22, 2, 10, 12, -1, -1, -1
2305, 16, 12, 12, 8, 13, 18, 14, 7, 13, -1, -1, -1
2306, 22, 10, 6, 19, 11, 21, 3, 7, 13, -1, -1, -1
2307, 25, 12, 10, 14, 12, 16, 1, 7, 13, -1, -1, -1
2308, 21, 10, 23, 10, 11, 14, 1, 7, 13, -1, -1, -1
2309, 12, 7, 16, 15, 12, 10, 2, 7, 13, -1, -1, -1
2310, 15, 10, 18, 17, 11, 14, 11, 8, 12, -1, -1, -1
2311, 15, 13, 12, 20, 13, 15, 1, 8, 12, -1, -1, -1
2312, 15, 11, 12, 20, 12, 22, 3, 8, 12, -1, -1, -1
2313, 15, 12, 15, 22, 12, 12, 1, 8, 12, -1, -1, -1
2314, 21, 12, 17, 18, 14, 17, 1, 8, 12, -1, -1, -1
2315, 13, 12, 15, 15, 12, 11, 17, 9, 8, -1, -1, -1
2316, 14, 10, 14, 19, 13, 12, 2, 9, 8, -1, -1, -1
2317, 15, 13, 11, 17, 14, 21, 2, 9, 8, -1, -1, -1
2318, 21, 11, 17, 20, 12, 18, 2, 9, 8, -1, -1, -1
2319, 16, 9, 16, 16, 10, 12, 1, 9, 8, -1, -1, -1
2320, 20, 9, 14, 21, 8, 13, 14, 9, 15, -1, -1, -1
2321, 15, 12, 7, 21, 14, 20, 2, 9, 15, -1, -1, -1
2322, 21, 13, 13, 17, 12, 8, 2, 9, 15, -1, -1, -1
2323, 20, 11, 12, 12, 11, 25, 1, 9, 15, -1, -1, -1
2324, 18, 14, 14, 11, 12, 12, 3, 9, 15, -1, -1, -1
2325, 13, 10, 16, 15, 14, 15, 17, 9, 7, -1, -1, -1
2326, 17, 12, 12, 15, 13, 19, 2, 9, 7, -1, -1, -1
2327, 18, 12, 12, 13, 13, 12, 2, 9, 7, -1, -1, -1
2328, 15, 9, 15, 17, 13, 16, 2, 9, 7, -1, -1, -1
2329, 7, 12, 10, 23, 12, 16, 3, 9, 7, -1, -1, -1
2330, 11, 9, 8, 16, 11, 13, 13, 10, 10, -1, -1, -1
2331, 15, 11, 17, 22, 12, 11, 2, 10, 10, -1, -1, -1
2332, 13, 9, 17, 19, 13, 21, 3, 10, 10, -1, -1, -1
2333, 10, 11, 12, 32, 12, 19, 3, 10, 10, -1, -1, -1
2334, 12, 13, 14, 16, 11, 16, 2, 10, 10, -1, -1, -1
2335, 16, 11, 17, 19, 13, 15, 20, 10, 8, -1, -1, -1
2336, 8, 9, 24, 12, 12, 10, 1, 10, 8, -1, -1, -1
2337, 16, 12, 15, 19, 11, 18, 3, 10, 8, -1, -1, -1
2338, 14, 14, 17, 16, 12, 22, 3, 10, 8, -1, -1, -1
2339, 16, 10, 7, 20, 13, 13, 3, 10, 8, -1, -1, -1
2340, 14, 12, 15, 14, 12, 15, 11, 11, 8, -1, -1, -1
2341, 10, 11, 16, 15, 10, 14, 3, 11, 8, -1, -1, -1
2342, 19, 11, 13, 14, 10, 17, 2, 11, 8, -1, -1, -1
2343, 22, 11, 12, 21, 12, 20, 2, 11, 8, -1, -1, -1
2344, 12, 10, 13, 17, 12, 19, 1, 11, 8, -1, -1, -1
2345, 21, 12, 14, 18, 11, 14, 14, 12, 11, -1, -1, -1
2346, 20, 13, 14, 21, 13, 11, 2, 12, 11, -1, -1, -1
2347, 13, 10, 9, 15, 13, 13, 3, 12, 11, -1, -1, -1
2348, 23, 10, 12, 15, 13, 21, 2, 12, 11, -1, -1, -1
2349, 18, 10, 15, 25, 12, 15, 3, 12, 11, -1, -1, -1
2350, 13, 9, 8, 14, 13, 19, 12, 12, 8, -1, -1, -1
2351, 14, 12, 12, 14, 10, 12, 3, 12, 8, -1, -1, -1
2352, 17, 7, 2, 20, 14, 16, 1, 12, 8, -1, -1, -1
2353, 12, 12, 12, 17, 13, 19, 1, 12, 8, -1, -1, -1
2354, 17, 10, 18, 10, 12, 17, 1, 12, 8, -1, -1, -1
2355, 20, 7, 11, 18, 13, 14, 15, 8, 10, -1, -1, -1
2356, 9, 12, 13, 18, 11, 14, 1, 8, 10, -1, -1, -1
2357, 15, 14, 18, 14, 11, 12, 3, 8, 10, -1, -1, -1
2358, 19, 10, 15, 26, 11, 13, 1, 8, 10, -1, -1, -1
2359, 17, 11, 13, 18, 10, 12, 2, 8, 10, -1, -1, -1
2360, 12, 13, 10, 28, 13, 12, 18, 8, 10, -1, -1, -1
2361, 10, 11, 10, 18, 11, 11, 3, 8, 10, -1, -1, -1
2362, 14, 11, 16, 13, 13, 14, 3, 8, 10, -1, -1, -1
2363, 14, 9, 9, 16, 10, 26, 2, 8, 10, -1, -1, -1
2364, 27, 12, 13, 16, 13, 17, 1, 8, 10, -1, -1, -1
2365, 13, 11, 15, 16, 11, 12, 24, 7, 11, -1, -1, -1
2366, 22, 13, 16, 22, 12, 13, 3, 7, 11, -1, -1, -1
2367, 24, 9, 6, 8, 11, 14, 2, 7, 11, -1, -1, -1
2368, 15, 10, 16, 16, 14, 18, 1, 7, 11, -1, -1, -1
